,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
527,cairns,90,AU,1548698580,94,-16.92,145.77,78.8,5.82
528,rudnogorsk,32,RU,1548701050,53,57.27,103.75,-4.88,10.45
529,port hardy,75,CA,1548698400,93,50.7,-127.42,39.2,3.62
530,sandnessjoen,75,NO,1548699600,58,66.02,12.63,28.4,10.29
531,vrangel,0,RU,1548701051,100,42.73,133.08,26.0,19.39
532,sao domingos do maranhao,44,BR,1548701051,81,-5.58,-44.39,85.49,5.75
533,grindavik,40,IS,1548698400,85,63.84,-22.43,24.8,11.41
534,santa marta,20,CO,1548698400,74,11.24,-74.21,84.2,6.93
535,nuuk,75,GL,1548697800,73,64.17,-51.74,19.4,9.17
536,worthing,0,GB,1548699600,68,50.81,-0.37,35.6,5.82
537,andilamena,92,MG,1548701052,98,-17.01,48.57,65.01,2.06
538,arlit,0,NE,1548700802,24,18.74,7.39,66.59,4.29
539,bosaso,0,SO,1548701053,94,11.28,49.18,78.47,18.84
540,north bend,1,US,1548698160,74,43.41,-124.22,50.0,5.82
541,damietta,0,EG,1548701053,96,31.42,31.81,52.73,5.19
542,shilka,8,RU,1548701062,52,51.85,116.03,-5.78,5.41
543,te anau,12,NZ,1548700821,90,-45.41,167.72,41.16,2.84
544,qandala,0,SO,1548700751,88,11.47,49.87,67.49,6.2
545,hay river,20,CA,1548698400,74,60.82,-115.79,-27.41,2.24
546,jackson,1,US,1548700500,41,35.61,-88.82,59.0,13.87
547,jalu,20,LY,1548700830,27,29.03,21.55,54.75,9.22
548,encheng,8,CN,1548701063,89,22.74,107.09,56.46,4.74
549,jaru,68,BR,1548701063,74,-10.43,-62.48,84.18,4.18
550,southbridge,1,US,1548698160,39,42.08,-72.03,30.92,4.7
551,aconibe,56,GQ,1548701064,91,1.29,10.94,74.46,3.74
552,millinocket,1,US,1548698160,45,45.66,-68.71,10.94,18.34
553,teya,75,MX,1548697740,44,21.05,-89.07,77.0,10.29
554,bolgatanga,0,GH,1548701064,25,10.79,-0.85,89.27,3.62
555,college,1,US,1548698280,94,64.86,-147.8,21.02,3.62
556,ust-kuyga,44,RU,1548701065,0,70.0,135.55,-49.47,3.74
557,bulgan,56,MN,1548701065,60,48.81,103.53,1.79,10.67
558,aksu,0,KZ,1548698400,74,52.04,76.93,-23.81,6.71
559,san patricio,12,PY,1548700704,59,-26.98,-56.83,91.56,5.97
560,sines,80,PT,1548701065,98,37.96,-8.87,58.4,19.73
561,tautira,40,PF,1548700200,83,-17.73,-149.15,78.8,18.34
562,riyadh,40,SA,1548698400,23,24.63,46.72,77.0,11.41
563,roald,75,NO,1548699600,80,62.58,6.12,33.8,8.05
564,shingu,48,JP,1548701066,100,33.72,135.99,47.6,19.51
565,harper,1,US,1548698100,53,30.3,-99.24,66.02,10.29
566,atikokan,80,CA,1548701067,63,48.76,-91.62,-4.2,3.62
567,yumen,0,CN,1548700721,76,40.29,97.04,15.38,14.7
568,golden gate,90,US,1548700500,85,38.36,-88.2,48.2,11.41
569,mo i rana,75,NO,1548699600,84,66.32,14.15,6.8,1.12
570,gimli,32,CA,1548701031,84,50.63,-96.99,-2.63,13.69
571,enugu,76,NG,1548701068,58,6.45,7.5,86.93,5.97
572,fairbanks,1,US,1548698280,94,64.84,-147.72,15.08,3.62
573,emerald,90,AU,1548698400,73,-23.53,148.16,77.0,14.99
574,ebolowa,24,CM,1548701068,84,2.92,11.15,74.33,3.4
575,oron,88,NG,1548701069,79,4.81,8.23,82.61,5.97
576,pochutla,75,MX,1548697260,58,15.74,-96.47,84.2,9.17
577,eberbach,90,DE,1548699600,93,49.46,8.99,39.2,10.29
578,esmeraldas,40,BR,1548698400,40,-19.76,-44.31,89.6,13.87
579,coos bay,1,US,1548698160,74,43.37,-124.22,50.0,5.82
580,mount isa,75,AU,1548698400,94,-20.73,139.49,75.2,9.17
581,aras,0,YE,1548700744,53,14.28,44.38,47.33,2.84
582,vagur,48,FO,1548700825,100,61.47,-6.81,42.38,22.64
583,vanavara,36,RU,1548700802,54,60.35,102.28,-11.36,7.76
584,michalovce,90,SK,1548700200,96,48.75,21.92,32.0,2.24
585,rorvik,0,NO,1548699600,68,64.86,11.24,26.6,12.75
586,alta floresta,68,BR,1548701070,72,-9.87,-56.08,84.86,2.95
587,mersing,92,MY,1548701070,92,2.43,103.84,78.47,14.03
588,kalemie,24,CD,1548701071,88,-5.95,29.2,80.81,8.43
589,margate,0,AU,1548698400,63,-43.03,147.26,64.4,10.29
590,basmat,0,IN,1548701071,75,19.33,77.16,52.86,2.95
591,ulladulla,92,AU,1548698400,100,-35.36,150.48,69.8,1.12
592,ikalamavony,80,MG,1548701071,86,-21.17,46.6,63.98,7.76
593,hovd,0,NO,1548699600,67,63.83,10.7,26.6,14.99
594,beyneu,0,KZ,1548701072,83,45.32,55.19,24.74,2.84
595,port hedland,20,AU,1548698400,83,-20.31,118.58,80.6,5.82
596,rumonge,12,BI,1548701072,99,-3.97,29.44,76.71,6.31
597,gairo,44,TZ,1548701072,86,-6.14,36.87,67.94,8.77
598,yabrud,24,SY,1548701076,89,33.97,36.66,27.03,2.62
599,mizdah,48,LY,1548701076,46,31.45,12.98,56.42,13.8
600,mahdasht,90,IR,1548700200,87,35.73,50.81,50.0,6.93
601,avera,40,US,1548699300,35,33.19,-82.53,59.0,5.82
602,sao joao da barra,0,BR,1548698400,52,-21.64,-41.05,89.6,19.46
603,bay roberts,90,CA,1548698400,97,47.58,-53.28,33.8,19.46
604,curup,8,ID,1548701077,95,-3.47,102.53,67.76,1.83
605,palmer,0,AU,1548698400,82,-34.85,139.16,60.8,2.73
606,namatanai,80,PG,1548700733,100,-3.66,152.44,83.01,11.01
607,zarubino,0,RU,1548701077,84,42.65,131.06,20.06,11.01
608,svetlogorsk,20,RU,1548698400,75,53.14,59.15,-13.01,11.18
609,springdale,90,US,1548698280,93,36.19,-94.13,41.0,17.22
610,mogadishu,0,SO,1548701078,99,2.04,45.34,78.92,23.87
611,wajima,44,JP,1548701078,94,37.4,136.9,39.45,16.37
612,rio gallegos,40,AR,1548698400,20,-51.62,-69.22,64.4,31.09
613,catarman,88,PH,1548701079,100,12.5,124.64,76.67,15.82
614,great yarmouth,20,GB,1548699600,80,52.61,1.73,35.6,8.05
615,kalur kot,0,PK,1548701080,68,32.16,71.27,39.5,0.6
616,basco,90,US,1548700500,61,40.33,-91.2,21.38,27.51
617,souillac,0,FR,1548698400,81,45.6,-0.6,44.6,6.93
618,middle island,1,US,1548698160,42,40.88,-72.94,30.92,10.29
619,rancho palos verdes,75,US,1548698280,67,33.75,-118.37,64.94,2.17
620,baturaja,44,ID,1548701081,82,-4.12,104.17,77.21,6.53
621,sangmelima,76,CM,1548701081,76,2.93,11.98,77.43,3.51
622,mopti,0,ML,1548698400,12,14.49,-4.19,84.2,18.34
623,camargo,0,MX,1548701081,13,27.69,-105.17,66.14,5.19
624,paramonga,48,PE,1548701082,100,-10.68,-77.82,72.8,4.52
625,dhidhdhoo,56,MV,1548701082,100,6.88,73.1,82.16,7.09
626,constitucion,40,MX,1548697260,11,23.99,-104.67,64.4,5.82
627,sistranda,0,NO,1548699600,68,63.73,8.83,26.6,18.34
628,jega,0,NG,1548701082,37,12.22,4.38,83.46,3.74
629,mackenzie,40,CA,1548699240,84,55.34,-123.09,6.8,2.17
630,byron bay,56,AU,1548698400,94,-28.65,153.62,71.6,8.21
631,gat,0,SN,1548698400,15,14.69,-16.54,95.0,6.93
632,doka,0,SD,1548701083,30,13.52,35.76,83.33,11.45
633,seoul,0,KR,1548698400,48,37.57,126.98,24.8,2.24
634,nuevo progreso,40,US,1548699300,55,26.05,-97.95,73.94,19.46
635,susanville,1,US,1548698100,74,40.42,-120.65,39.2,2.84
636,fuling,88,CN,1548701084,100,29.71,107.39,42.56,2.84
637,ferrol,40,ES,1548698400,81,43.48,-8.23,50.0,4.7
638,zheleznodorozhnyy,90,RU,1548698400,92,55.75,38.0,19.4,6.71
639,price,1,US,1548697980,50,39.6,-110.81,39.92,14.99
640,bankura,76,IN,1548701085,92,23.24,87.07,58.58,3.96
641,placido de castro,88,BR,1548701085,100,-10.34,-67.19,79.1,2.84
642,daru,0,SL,1548701085,22,7.99,-10.85,92.87,3.85
643,pimenta bueno,88,BR,1548701086,87,-11.68,-61.19,78.11,2.95
644,wanning,75,AT,1548699600,59,48.64,13.53,35.6,8.05
645,nesterov,48,RU,1548701086,91,54.63,22.57,27.53,13.8
646,belmonte,0,PT,1548701087,66,40.36,-7.35,47.51,8.32
647,karasjok,0,NO,1548699600,69,69.47,25.52,-7.61,10.29
648,moron,12,VE,1548700824,50,10.49,-68.2,86.25,3.18
649,tolbazy,0,RU,1548698400,58,54.01,55.89,-2.21,6.98
650,xunchang,92,CN,1548701088,99,28.45,104.71,43.86,2.51
651,ulaangom,12,MN,1548701088,35,49.98,92.07,-27.42,2.17
652,roma,0,IT,1548699600,86,41.89,12.48,46.4,4.7
653,nagato,40,JP,1548698400,52,34.35,131.14,44.6,9.17
654,praya,80,ID,1548698400,100,-8.71,116.27,75.2,2.24
655,cornelius,1,US,1548699300,47,45.52,-123.06,51.8,13.87
656,kijang,0,KR,1548698400,69,35.24,129.21,32.0,6.93
657,cornwall,1,CA,1548700500,41,45.02,-74.73,1.4,5.82
658,midland,0,US,1548699300,40,32.0,-102.08,55.4,23.04
659,zunyi,92,CN,1548701089,100,27.73,106.92,40.71,5.3
660,perth,20,GB,1548699600,80,56.4,-3.43,35.6,4.7
661,pontes e lacerda,92,BR,1548701090,100,-15.23,-59.33,73.7,6.64
662,ciudad bolivar,0,VE,1548701090,44,8.12,-63.55,93.14,13.47
663,kieta,20,PG,1548701090,100,-6.22,155.63,78.6,3.51
664,devonport,64,AU,1548701091,94,-41.18,146.36,54.3,3.51
665,scarborough,0,GB,1548697800,82,54.28,-0.41,33.8,5.82
666,putten,40,NL,1548699900,93,52.26,5.61,39.2,6.93
667,phuket,20,TH,1548698400,74,7.89,98.4,78.8,6.93
668,sao jose da coroa grande,88,BR,1548701096,100,-8.9,-35.15,77.39,8.21
669,chiang rai,0,TH,1548698400,100,19.9,99.84,62.6,2.17
670,karratha,0,AU,1548701097,93,-20.74,116.85,74.24,4.07
671,belaya gora,48,RU,1548701097,65,68.54,146.19,-35.03,4.41
672,baculin,92,PH,1548701101,100,7.45,126.58,74.06,12.35
673,saint-paul,75,FR,1548698400,94,45.22,1.9,32.0,6.93
674,camapua,24,BR,1548701101,54,-19.53,-54.04,85.53,12.01
675,mokhsogollokh,32,RU,1548701105,64,61.4,128.95,-22.43,2.17
676,songkhla,75,TH,1548698400,88,7.2,100.6,78.8,12.57
677,yelizovo,75,RU,1548698400,72,53.19,158.38,15.8,11.18
678,bima,92,ID,1548701105,100,-8.45,118.73,74.91,3.62
679,baiyin,0,CN,1548698400,66,36.55,104.13,15.8,4.47
680,kalmunai,0,LK,1548701106,96,7.42,81.82,68.16,2.95
681,jennings,75,US,1548699300,53,30.22,-92.66,66.92,10.29
682,hirara,36,JP,1548701106,100,24.8,125.28,68.25,11.68
683,samarai,48,PG,1548701106,100,-10.62,150.67,81.48,14.7
684,honiara,68,SB,1548701107,100,-9.43,159.96,76.13,2.17
685,solnechnyy,0,RU,1548701107,46,50.72,136.64,-15.68,2.39
686,anadyr,0,RU,1548698400,69,64.73,177.51,-9.41,6.71
687,sosua,40,DO,1548698400,70,19.77,-70.52,86.0,9.17
688,lakes entrance,0,AU,1548701107,91,-37.88,147.99,67.26,3.96
689,maralal,0,KE,1548701108,89,1.1,36.7,57.95,3.18
690,broome,20,GB,1548699600,80,52.47,1.45,35.6,8.05
691,lakheri,0,IN,1548701108,78,25.67,76.19,45.3,2.73
692,biltine,0,TD,1548701108,20,14.53,20.93,75.5,8.99
693,iquique,0,CL,1548698400,54,-20.22,-70.14,80.6,9.17
694,karaton,40,ID,1548698400,88,-6.34,106.1,77.0,2.24
695,okato,12,NZ,1548700770,94,-39.19,173.88,62.18,5.53
696,monte patria,0,CL,1548701109,80,-30.69,-70.96,71.9,2.51
697,ridgecrest,75,US,1548698160,52,35.62,-117.67,50.0,2.84
698,neiafu,20,TO,1548698400,94,-18.65,-173.98,69.8,11.23
699,mitchell,75,US,1548697980,66,43.71,-98.03,10.94,13.87
700,bossangoa,0,CF,1548701114,26,6.5,17.45,82.61,6.2
701,baruun-urt,12,MN,1548701114,79,46.68,113.28,13.04,13.02
702,goderich,92,CA,1548700982,99,43.74,-81.71,8.63,20.29
703,bisert,0,RU,1548701115,55,56.85,59.05,6.29,7.65
704,benicarlo,0,ES,1548701115,96,40.42,0.43,57.77,33.93
705,nantucket,1,US,1548700500,54,41.28,-70.1,33.08,16.11
706,okha,8,RU,1548701116,89,53.59,142.95,-10.28,10.22
707,sobolevo,92,RU,1548700758,88,54.43,31.9,18.21,10.22
708,escanaba,90,US,1548700440,77,45.75,-87.06,12.56,13.87
709,santa catarina de tepehuanes,0,MX,1548701116,15,25.34,-105.72,66.0,3.51
710,pemba,75,MZ,1548698400,83,-12.97,40.52,80.6,4.7
711,pangody,80,RU,1548700715,71,65.85,74.49,-10.37,7.2
712,the valley,40,AI,1548698400,57,18.22,-63.06,80.6,13.87
713,barabai,88,ID,1548701117,94,-2.59,115.38,76.71,2.06
714,muzhi,64,RU,1548701117,77,65.4,64.7,-11.81,5.41
715,minab,32,IR,1548700200,82,27.15,57.07,68.0,6.93
716,koroni,40,GR,1548699600,87,36.8,21.96,53.6,4.7
717,vryburg,24,ZA,1548701118,30,-26.96,24.73,83.42,8.66
718,prince rupert,1,CA,1548698400,93,54.32,-130.32,37.4,3.36
719,semey,0,KZ,1548701118,68,50.41,80.25,-22.88,2.17
720,macau,12,BR,1548701118,47,-5.11,-36.64,92.51,9.1
721,sterling,1,US,1548700500,37,39.0,-77.4,37.4,4.7
722,port augusta,0,AU,1548698400,88,-32.49,137.76,66.2,6.93
723,kokopo,44,PG,1548701119,100,-4.34,152.27,80.18,4.41
724,arkhara,0,RU,1548701119,66,49.42,130.09,-8.84,2.51
725,hede,92,SE,1548699600,100,60.45,15.49,24.8,3.36
726,baikunthpur,0,IN,1548701120,76,23.26,82.56,43.5,3.62
727,katy,20,US,1548699300,52,29.79,-95.82,69.08,14.99
728,kudat,75,MY,1548698400,83,6.89,116.84,78.8,5.82
729,indramayu,24,ID,1548701120,90,-4.05,103.78,67.08,2.73
730,san pedro,36,AR,1548701121,65,-33.68,-59.66,92.1,8.77
731,abha,0,SA,1548698400,36,18.22,42.5,66.2,4.7
732,chikmagalur,0,IN,1548701122,77,13.32,75.78,63.26,2.17
733,bayan,0,MN,1548701122,53,47.25,107.54,-3.62,7.99
734,lashio,0,MM,1548701122,89,22.93,97.75,53.76,1.95
735,ugra,92,RU,1548701123,88,54.78,34.32,19.52,6.76
736,dwarka,0,IN,1548698400,66,28.58,77.04,50.0,4.7
737,gasa,8,BT,1548701123,67,27.91,89.73,-10.46,3.51
738,guozhen,92,CN,1548701123,98,29.3,113.14,39.77,5.19
739,voh,0,NC,1548701123,100,-20.95,164.69,76.98,11.9
740,opuwo,0,NA,1548700766,18,-18.06,13.84,83.69,9.66
741,wainwright,32,CA,1548701004,88,52.84,-110.86,13.4,12.12
742,saint-georges,0,CA,1548701124,33,46.12,-70.67,5.43,7.54
743,newport,75,GB,1548699600,85,51.59,-3.0,41.0,8.05
744,gamba,0,CN,1548701125,51,28.28,88.52,-11.27,6.2
745,caxito,20,BR,1548698400,49,-22.65,-42.51,89.6,24.16
746,islamkot,0,PK,1548701125,52,24.7,70.18,49.94,6.98
747,benghazi,32,LY,1548701125,99,32.12,20.07,63.03,20.96
748,tura,92,IN,1548701034,66,25.52,90.21,60.65,4.41
749,santa isabel,75,CO,1548698400,62,4.71,-75.1,84.2,11.41
750,panalingaan,8,PH,1548701126,90,8.78,117.42,77.3,8.66
751,sibu,75,MY,1548698400,100,2.29,111.83,77.0,3.18
752,areosa,20,PT,1548698400,81,41.72,-8.86,53.6,6.93
753,marsh harbour,20,BS,1548701126,100,26.54,-77.06,71.99,25.88
754,bara,24,NG,1548701127,40,10.41,10.6,80.31,2.73
755,san gabriel,1,US,1548700500,39,34.1,-118.11,64.94,6.93
756,lazaro cardenas,20,MX,1548697560,16,28.39,-105.62,62.6,4.29
757,bowen,75,AU,1548698400,100,-20.01,148.25,75.2,3.36
758,pimentel,24,BR,1548701128,58,-3.7,-45.5,91.07,6.53
759,rocha,48,UY,1548700926,87,-34.48,-54.34,87.92,10.67
760,craig,1,US,1548699300,59,40.52,-107.55,26.96,10.29
761,coruripe,24,BR,1548701128,100,-10.12,-36.18,80.27,7.76
762,tonneins,75,FR,1548698400,81,44.39,0.31,42.8,5.82
763,mwene-ditu,80,CD,1548701129,92,-7.01,23.45,72.3,5.64
764,along,48,IN,1548701129,96,28.17,94.8,47.69,1.72
765,mawlaik,48,MM,1548701129,90,23.63,94.42,63.3,1.95
766,ugoofaaru,0,MV,1548700824,99,5.67,73.0,82.83,6.76
767,san felipe,0,CL,1548701129,69,-32.75,-70.73,76.04,1.5
768,krasnoarmeysk,90,RU,1548698400,85,56.12,38.15,19.4,8.95
769,pueblo nuevo,0,MX,1548701130,39,23.99,-106.96,78.02,2.62
770,freetown,75,BS,1548698400,73,26.61,-78.36,69.8,13.87
771,itoman,40,JP,1548700200,63,26.12,127.67,64.4,9.17
772,fasa,24,IR,1548698400,44,28.94,53.65,57.2,9.17
773,havelock,90,US,1548698280,85,34.88,-76.9,44.96,9.17
774,edgewood,75,US,1548699660,38,39.42,-76.29,33.98,4.7
775,tarata,40,PE,1548698400,51,-17.47,-70.03,82.4,14.99
776,nogliki,44,RU,1548701132,100,51.8,143.14,-0.29,11.23
777,dogbo,88,CM,1548701132,76,4.43,14.33,81.21,2.73
778,maine-soroa,0,NE,1548701132,24,13.21,12.02,74.78,5.3
779,richards bay,76,ZA,1548700791,78,-28.77,32.06,71.76,9.78
780,truth or consequences,1,US,1548697980,28,33.13,-107.25,51.98,10.29
781,gravatai,40,BR,1548698400,41,-29.94,-50.99,96.8,10.29
782,egvekinot,8,RU,1548700754,38,66.32,-179.17,-25.8,2.17
783,iquitos,75,PE,1548698400,78,-3.75,-73.25,82.4,8.05
784,bestobe,0,KZ,1548701134,37,52.5,73.1,-24.41,3.62
785,nakamura,20,JP,1548700200,91,35.17,136.87,41.0,38.03
786,tokur,0,RU,1548701134,59,53.13,132.9,-21.98,2.39
787,luau,24,CD,1548701134,91,-10.7,22.23,72.3,2.62
788,west plains,90,US,1548697980,70,36.73,-91.85,44.06,13.87
789,alyangula,56,AU,1548698400,78,-13.85,136.42,82.4,8.05
790,corinto,44,BR,1548701135,77,-18.36,-44.46,83.51,3.4
791,fukue,20,JP,1548700200,100,35.03,136.69,41.0,38.03
792,santiago del estero,0,AR,1548701135,64,-27.8,-64.26,95.3,13.02
793,llanes,88,ES,1548701136,97,43.42,-4.75,39.05,5.97
794,raudeberg,75,NO,1548699600,92,61.99,5.14,28.4,11.41
